,HOUSEID,AVG_AGE,HIGH_EDUC,FT_ratio,AVG_WORK_DIST,AVG_TIME
5630,30346968,30 - 40,5,<0.5,>15 miles,20 - 30
5631,30347002,50 - 60,3,non-work,Not Sure,non-work
5632,30347024,50 - 60,5,1,>15 miles,20 - 30
5633,30347072,30 - 40,5,>0.5,<=5 miles,10 - 20
5634,30347122,>60,4,non-work,Not Sure,non-work
5635,30347232,>60,5,1,Not Sure,non-work
5636,30347247,50 - 60,3,non-work,Not Sure,non-work
5637,30347302,>60,4,non-work,Not Sure,non-work
5638,30347315,<=30,4,<0.5,<=5 miles,10 - 20
5639,30347358,40 - 50,5,0.5,5-10 miles,10 - 20
5640,30347370,30 - 40,5,0.5,<=5 miles,10 - 20
5641,30347443,30 - 40,4,non-work,Not Sure,non-work
5642,30347458,30 - 40,5,>0.5,>15 miles,>30
5643,30347482,>60,3,non-work,Not Sure,non-work
5644,30347552,>60,5,0,<=5 miles,<=10
5645,30347562,>60,3,0,<=5 miles,<=10
5646,30347583,>60,4,non-work,Not Sure,non-work
5647,30347603,>60,3,non-work,Not Sure,non-work
5648,30347705,>60,2,non-work,Not Sure,non-work
5649,30347779,50 - 60,5,0.5,Not Sure,non-work
5650,30347830,<=30,5,1,<=5 miles,<=10
5651,30347874,>60,5,0,Not Sure,non-work
5652,30347964,40 - 50,3,1,Not Sure,non-work
5653,30347984,>60,2,non-work,Not Sure,non-work
5654,30347991,>60,3,non-work,Not Sure,non-work
5655,30348048,50 - 60,3,non-work,Not Sure,non-work
5656,30348062,<=30,4,0.5,10 - 15 miles,10 - 20
5657,30348103,>60,5,non-work,Not Sure,non-work
5658,30348202,40 - 50,3,1,>15 miles,>30
5659,30348275,>60,3,non-work,Not Sure,non-work
5660,30348372,30 - 40,3,0.5,5-10 miles,10 - 20
5661,30348495,>60,2,non-work,Not Sure,non-work
5662,30348496,<=30,3,1,10 - 15 miles,10 - 20
5663,30348541,>60,5,non-work,Not Sure,non-work
5664,30348576,40 - 50,5,non-work,Not Sure,non-work
5665,30348591,30 - 40,4,<0.5,>15 miles,20 - 30
5666,30348593,>60,1,non-work,Not Sure,non-work
5667,30348656,>60,5,0,>15 miles,>30
5668,30348662,>60,5,0,>15 miles,<=10
5669,30348692,>60,3,non-work,Not Sure,non-work
5670,30348721,50 - 60,4,0.5,10 - 15 miles,10 - 20
5671,30348757,<=30,5,<0.5,>15 miles,>30
5672,30348790,30 - 40,2,>0.5,10 - 15 miles,10 - 20
5673,30348862,>60,2,non-work,Not Sure,non-work
5674,30348916,>60,5,non-work,Not Sure,non-work
5675,30349065,30 - 40,4,<0.5,>15 miles,20 - 30
5676,30349081,30 - 40,4,<0.5,>15 miles,20 - 30
5677,30349107,50 - 60,4,0.5,<=5 miles,10 - 20
5678,30349146,<=30,4,1,<=5 miles,>30
5679,30349305,50 - 60,5,1,5-10 miles,10 - 20
5680,30349385,<=30,3,0,<=5 miles,<=10
5681,30349392,>60,2,non-work,Not Sure,non-work
5682,30349402,>60,5,1,>15 miles,>30
5683,30349735,50 - 60,4,0.5,>15 miles,10 - 20
5684,30349829,40 - 50,3,0,<=5 miles,10 - 20
5685,30349832,50 - 60,2,0.5,>15 miles,20 - 30
5686,30349921,>60,2,1,<=5 miles,10 - 20
5687,30349925,>60,3,0.5,<=5 miles,<=10
5688,30349932,50 - 60,2,0,<=5 miles,<=10
5689,30350015,40 - 50,2,1,<=5 miles,20 - 30
5690,30350058,>60,2,non-work,Not Sure,non-work
5691,30350132,40 - 50,4,1,<=5 miles,<=10
5692,30350287,50 - 60,2,0,<=5 miles,<=10
5693,30350346,30 - 40,5,<0.5,<=5 miles,<=10
5694,30350348,40 - 50,4,1,>15 miles,>30
5695,30350397,40 - 50,5,1,<=5 miles,>30
5696,30350458,30 - 40,4,1,>15 miles,20 - 30
5697,30350538,50 - 60,5,non-work,Not Sure,non-work
5698,30350563,50 - 60,2,non-work,Not Sure,non-work
5699,30350592,30 - 40,5,1,10 - 15 miles,<=10
5700,30350690,50 - 60,5,1,5-10 miles,>30
5701,30350716,<=30,3,0,>15 miles,10 - 20
5702,30350767,30 - 40,5,0.5,5-10 miles,<=10
5703,30350829,>60,5,<0.5,Not Sure,non-work
5704,30350857,>60,3,non-work,Not Sure,non-work
5705,30350890,>60,5,non-work,Not Sure,non-work
5706,30350893,>60,3,non-work,Not Sure,non-work
5707,30350954,>60,4,non-work,Not Sure,non-work
5708,30351167,40 - 50,5,non-work,Not Sure,non-work
5709,30351190,<=30,5,1,5-10 miles,10 - 20
5710,30351241,40 - 50,3,1,5-10 miles,10 - 20
5711,30351355,30 - 40,4,<0.5,5-10 miles,10 - 20
5712,30351496,50 - 60,2,0,>15 miles,20 - 30
5713,30351611,40 - 50,3,1,Not Sure,non-work
5714,30351688,50 - 60,4,0.5,>15 miles,20 - 30
5715,30351732,>60,5,non-work,Not Sure,non-work
5716,30351771,50 - 60,3,1,5-10 miles,10 - 20
5717,30351777,50 - 60,2,1,>15 miles,>30
5718,30351818,>60,4,non-work,Not Sure,non-work
5719,30352054,50 - 60,2,non-work,Not Sure,non-work
5720,30352096,>60,3,0.5,10 - 15 miles,10 - 20
5721,30352188,>60,5,0,<=5 miles,<=10
5722,30352252,<=30,4,<0.5,>15 miles,>30
5723,30352348,>60,2,non-work,Not Sure,non-work
5724,30352419,>60,5,non-work,Not Sure,non-work
5725,30352430,50 - 60,5,<0.5,>15 miles,20 - 30
5726,30352667,30 - 40,3,<0.5,5-10 miles,10 - 20
5727,30352716,50 - 60,3,1,Not Sure,non-work
5728,30352717,40 - 50,3,<0.5,5-10 miles,10 - 20
5729,30352785,>60,4,non-work,Not Sure,non-work
5730,30352804,30 - 40,5,1,5-10 miles,10 - 20
5731,30352840,40 - 50,4,non-work,Not Sure,non-work
5732,30352980,30 - 40,5,<0.5,<=5 miles,<=10
5733,30353013,40 - 50,3,<0.5,10 - 15 miles,20 - 30
5734,30353056,30 - 40,5,<0.5,5-10 miles,10 - 20
5735,30353172,50 - 60,4,1,>15 miles,>30
5736,30353200,>60,5,non-work,Not Sure,non-work
5737,30353220,30 - 40,4,<0.5,<=5 miles,<=10
5738,30353371,30 - 40,2,>0.5,>15 miles,20 - 30
5739,30353404,40 - 50,5,0,>15 miles,20 - 30
5740,30353487,30 - 40,5,1,10 - 15 miles,>30
5741,30353547,50 - 60,5,1,10 - 15 miles,10 - 20
5742,30353584,30 - 40,5,non-work,Not Sure,non-work
5743,30353589,<=30,4,>0.5,>15 miles,>30
5744,30353602,30 - 40,3,1,>15 miles,20 - 30
5745,30353664,30 - 40,3,<0.5,<=5 miles,<=10
5746,30353811,30 - 40,4,non-work,Not Sure,non-work
5747,30353847,50 - 60,5,0,<=5 miles,20 - 30
5748,30353908,>60,5,non-work,Not Sure,non-work
5749,30354009,<=30,5,<0.5,>15 miles,>30
5750,30354036,<=30,5,1,>15 miles,>30
5751,30354120,<=30,5,<0.5,>15 miles,20 - 30
5752,30354145,50 - 60,2,1,Not Sure,non-work
5753,30354157,50 - 60,4,0.5,5-10 miles,10 - 20
5754,30354159,50 - 60,3,1,>15 miles,20 - 30
5755,30354215,>60,2,non-work,Not Sure,non-work
5756,30354473,50 - 60,5,1,<=5 miles,20 - 30
5757,30354515,>60,1,non-work,Not Sure,non-work
5758,30354547,>60,2,0,<=5 miles,10 - 20
5759,30354685,50 - 60,2,non-work,Not Sure,non-work
5760,30354689,<=30,5,<0.5,>15 miles,>30
5761,30354714,>60,3,non-work,Not Sure,non-work
5762,30354941,<=30,3,<0.5,5-10 miles,10 - 20
5763,30354997,>60,3,non-work,Not Sure,non-work
5764,30355102,>60,5,0,<=5 miles,10 - 20
5765,30355165,>60,2,non-work,Not Sure,non-work
5766,30355243,50 - 60,4,1,>15 miles,20 - 30
5767,30355489,30 - 40,4,1,>15 miles,>30
5768,30355491,>60,5,non-work,Not Sure,non-work
5769,30355512,>60,4,non-work,Not Sure,non-work
5770,30355516,>60,4,non-work,Not Sure,non-work
5771,30355535,50 - 60,4,1,<=5 miles,<=10
5772,30355600,50 - 60,4,0.5,<=5 miles,>30
5773,30355661,>60,4,non-work,Not Sure,non-work
5774,30355694,<=30,2,non-work,Not Sure,non-work
5775,30355777,30 - 40,4,>0.5,>15 miles,>30
5776,30355830,40 - 50,5,1,5-10 miles,10 - 20
5777,30355839,>60,4,0.5,Not Sure,non-work
5778,30355897,>60,5,non-work,Not Sure,non-work
5779,30356067,>60,3,1,5-10 miles,10 - 20
5780,30356088,<=30,5,<0.5,>15 miles,>30
5781,30356319,50 - 60,3,non-work,Not Sure,non-work
5782,30356439,>60,5,non-work,Not Sure,non-work
5783,30356458,30 - 40,5,1,>15 miles,10 - 20
5784,30356673,30 - 40,5,0.5,10 - 15 miles,20 - 30
5785,30356719,>60,5,non-work,Not Sure,non-work
5786,30356744,30 - 40,2,non-work,Not Sure,non-work
5787,30356746,<=30,5,non-work,Not Sure,non-work
5788,30356876,40 - 50,5,1,<=5 miles,10 - 20
5789,30356883,>60,2,non-work,Not Sure,non-work
5790,30356898,30 - 40,4,<0.5,<=5 miles,20 - 30
5791,30356916,50 - 60,3,0.5,10 - 15 miles,20 - 30
5792,30356991,>60,3,0.5,<=5 miles,<=10
5793,30357098,>60,4,0.5,<=5 miles,20 - 30
5794,30357118,40 - 50,5,<0.5,>15 miles,>30
5795,30357135,40 - 50,5,>0.5,>15 miles,>30
5796,30357136,>60,5,non-work,Not Sure,non-work
5797,30357153,>60,5,0,Not Sure,non-work
5798,30357205,50 - 60,2,non-work,Not Sure,non-work
5799,30357261,<=30,2,>0.5,<=5 miles,<=10
5800,30357297,>60,5,non-work,Not Sure,non-work
5801,30357317,<=30,4,1,5-10 miles,10 - 20
5802,30357438,<=30,5,<0.5,<=5 miles,<=10
5803,30357487,>60,3,non-work,Not Sure,non-work
5804,30357529,>60,4,0,Not Sure,non-work
5805,30357561,>60,5,1,<=5 miles,10 - 20
5806,30357728,>60,5,non-work,Not Sure,non-work
5807,30357946,>60,2,non-work,Not Sure,non-work
5808,30357951,>60,2,0,<=5 miles,<=10
5809,30357972,>60,4,1,5-10 miles,20 - 30
5810,30358012,>60,5,0.5,10 - 15 miles,>30
5811,30358036,>60,2,non-work,Not Sure,non-work
5812,30358307,>60,5,0,Not Sure,non-work
5813,30358314,>60,3,non-work,Not Sure,non-work
5814,30358329,40 - 50,3,0,10 - 15 miles,<=10
5815,30358386,50 - 60,1,non-work,Not Sure,non-work
5816,30358434,50 - 60,5,0.5,>15 miles,>30
5817,30358484,50 - 60,3,1,5-10 miles,10 - 20
5818,30358522,30 - 40,5,>0.5,5-10 miles,<=10
5819,30358600,>60,5,non-work,Not Sure,non-work
5820,30358609,50 - 60,5,1,<=5 miles,<=10
5821,30358718,40 - 50,5,>0.5,<=5 miles,<=10
5822,30358749,50 - 60,3,0.5,<=5 miles,<=10
5823,30358778,50 - 60,3,non-work,Not Sure,non-work
5824,30358881,50 - 60,5,1,<=5 miles,<=10
5825,30359012,<=30,3,<0.5,10 - 15 miles,10 - 20
5826,30359026,50 - 60,4,non-work,Not Sure,non-work
5827,30359030,50 - 60,4,0.5,5-10 miles,>30
5828,30359109,40 - 50,4,<0.5,5-10 miles,>30
5829,30359315,>60,5,non-work,Not Sure,non-work
5830,30359333,>60,4,0.5,10 - 15 miles,20 - 30
5831,30359342,50 - 60,4,1,>15 miles,20 - 30
5832,30359504,<=30,3,1,5-10 miles,<=10
5833,30359590,>60,2,1,<=5 miles,10 - 20
5834,30359671,>60,1,non-work,Not Sure,non-work
5835,30359734,>60,2,non-work,Not Sure,non-work
5836,30359738,<=30,4,<0.5,<=5 miles,<=10
5837,30359811,>60,5,non-work,Not Sure,non-work
5838,30359851,>60,5,0,<=5 miles,<=10
5839,30359852,50 - 60,3,>0.5,10 - 15 miles,10 - 20
5840,30359893,>60,3,0,<=5 miles,<=10
5841,30359994,>60,5,non-work,Not Sure,non-work
5842,30360007,>60,4,non-work,Not Sure,non-work
5843,30360019,<=30,3,1,<=5 miles,<=10
5844,30360071,>60,2,0.5,5-10 miles,10 - 20
5845,30360148,>60,5,0,Not Sure,non-work
5846,30360265,>60,3,1,Not Sure,non-work
5847,30360270,50 - 60,3,1,<=5 miles,<=10
5848,30360279,<=30,1,non-work,Not Sure,non-work
5849,30360384,30 - 40,5,0.5,>15 miles,20 - 30
5850,30360413,<=30,3,1,<=5 miles,10 - 20
5851,30360522,50 - 60,2,0.5,>15 miles,>30
5852,30360660,>60,4,0,<=5 miles,<=10
5853,30360690,>60,3,non-work,Not Sure,non-work
5854,30360740,>60,3,non-work,Not Sure,non-work
5855,30360760,<=30,4,0,5-10 miles,>30
5856,30360810,<=30,5,0.5,5-10 miles,10 - 20
5857,30360966,>60,2,0,<=5 miles,<=10
5858,30360990,50 - 60,3,1,5-10 miles,20 - 30
5859,30361005,>60,4,1,>15 miles,>30
5860,30361278,40 - 50,4,0.5,>15 miles,20 - 30
5861,30361318,>60,4,non-work,Not Sure,non-work
5862,30361416,50 - 60,4,1,5-10 miles,<=10
5863,30361446,>60,4,1,<=5 miles,>30
5864,30361469,30 - 40,2,0.5,<=5 miles,20 - 30
5865,30361508,50 - 60,4,<0.5,>15 miles,>30
5866,30361555,>60,4,1,Not Sure,non-work
5867,30361565,50 - 60,5,>0.5,5-10 miles,20 - 30
5868,30361582,>60,4,non-work,Not Sure,non-work
5869,30361611,50 - 60,5,non-work,Not Sure,non-work
5870,30361740,<=30,3,0,<=5 miles,<=10
5871,30361787,50 - 60,3,1,10 - 15 miles,20 - 30
5872,30361843,50 - 60,3,0,>15 miles,>30
5873,30361853,<=30,2,<0.5,>15 miles,>30
5874,30361862,30 - 40,4,<0.5,>15 miles,>30
5875,30361863,<=30,3,non-work,Not Sure,non-work
5876,30362132,>60,5,non-work,Not Sure,non-work
5877,30362136,>60,2,non-work,Not Sure,non-work
5878,30362235,>60,3,non-work,Not Sure,non-work
5879,30362240,30 - 40,4,<0.5,>15 miles,>30
5880,30362279,>60,5,1,5-10 miles,10 - 20
5881,30362281,>60,5,non-work,Not Sure,non-work
5882,30362340,40 - 50,5,<0.5,>15 miles,>30
5883,30362351,>60,4,1,<=5 miles,<=10
5884,30362516,50 - 60,4,>0.5,>15 miles,>30
5885,30362528,>60,3,non-work,Not Sure,non-work
5886,30362562,>60,4,non-work,Not Sure,non-work
5887,30362575,50 - 60,5,0.5,Not Sure,non-work
5888,30362579,>60,2,non-work,Not Sure,non-work
5889,30362590,30 - 40,2,non-work,Not Sure,non-work
5890,30362748,>60,5,non-work,Not Sure,non-work
5891,30362799,50 - 60,3,0,10 - 15 miles,10 - 20
5892,30362862,>60,4,non-work,Not Sure,non-work
5893,30363028,>60,4,non-work,Not Sure,non-work
5894,30363115,>60,1,0,<=5 miles,<=10
5895,30363126,50 - 60,3,1,<=5 miles,10 - 20
5896,30363132,>60,4,non-work,Not Sure,non-work
5897,30363156,<=30,3,<0.5,>15 miles,>30
5898,30363166,50 - 60,5,0.5,10 - 15 miles,20 - 30
5899,30363279,30 - 40,5,<0.5,5-10 miles,10 - 20
5900,30363363,30 - 40,5,<0.5,>15 miles,>30
5901,30363595,50 - 60,3,<0.5,Not Sure,non-work
5902,30363604,>60,5,non-work,Not Sure,non-work
5903,30363746,<=30,2,non-work,Not Sure,non-work
5904,30363916,30 - 40,4,1,10 - 15 miles,20 - 30
5905,30363972,<=30,4,1,<=5 miles,20 - 30
5906,30363980,50 - 60,5,1,<=5 miles,<=10
5907,30364037,>60,3,non-work,Not Sure,non-work
5908,30364127,40 - 50,4,1,10 - 15 miles,10 - 20
5909,30364265,>60,5,non-work,Not Sure,non-work
5910,30364542,>60,4,non-work,Not Sure,non-work
5911,30364588,>60,5,non-work,Not Sure,non-work
5912,30364690,40 - 50,2,non-work,Not Sure,non-work
5913,30364872,<=30,3,<0.5,5-10 miles,10 - 20
5914,30365025,>60,5,non-work,Not Sure,non-work
5915,30365026,>60,3,0,Not Sure,non-work
5916,30365045,>60,3,0,5-10 miles,<=10
5917,30365095,>60,5,non-work,Not Sure,non-work
5918,30365113,>60,2,1,10 - 15 miles,10 - 20
5919,30365170,>60,4,0.5,10 - 15 miles,10 - 20
5920,30365206,>60,2,non-work,Not Sure,non-work
5921,30365223,>60,2,0.5,<=5 miles,10 - 20
5922,30365240,30 - 40,5,1,<=5 miles,>30
5923,30365254,50 - 60,3,1,10 - 15 miles,20 - 30
5924,30365267,<=30,5,<0.5,5-10 miles,>30
5925,30365284,50 - 60,2,1,5-10 miles,10 - 20
5926,30365373,>60,2,non-work,Not Sure,non-work
5927,30365492,>60,3,non-work,Not Sure,non-work
5928,30365574,>60,4,0.5,5-10 miles,10 - 20
5929,30365607,30 - 40,2,1,<=5 miles,10 - 20
5930,30365648,>60,3,non-work,Not Sure,non-work
5931,30365724,40 - 50,5,0.5,10 - 15 miles,20 - 30
5932,30365747,>60,3,non-work,Not Sure,non-work
5933,30365829,>60,3,non-work,Not Sure,non-work
5934,30365869,30 - 40,2,1,>15 miles,20 - 30
5935,30365952,30 - 40,2,<0.5,<=5 miles,>30
5936,30366062,<=30,3,<0.5,>15 miles,20 - 30
5937,30366093,40 - 50,5,1,>15 miles,20 - 30
5938,30366097,50 - 60,3,>0.5,10 - 15 miles,20 - 30
5939,30366203,>60,2,non-work,Not Sure,non-work
5940,30366262,30 - 40,2,>0.5,>15 miles,10 - 20
5941,30366282,>60,5,non-work,Not Sure,non-work
5942,30366291,50 - 60,3,non-work,Not Sure,non-work
5943,30366333,50 - 60,4,non-work,Not Sure,non-work
5944,30366344,>60,5,0.5,Not Sure,non-work
5945,30366357,40 - 50,3,1,Not Sure,non-work
5946,30366363,40 - 50,5,1,10 - 15 miles,10 - 20
5947,30366508,<=30,5,<0.5,>15 miles,20 - 30
5948,30366617,>60,3,non-work,Not Sure,non-work
5949,30366656,30 - 40,3,0,>15 miles,10 - 20
5950,30366852,<=30,3,1,5-10 miles,>30
5951,30367047,50 - 60,4,0.5,10 - 15 miles,10 - 20
5952,30367053,>60,2,0,Not Sure,non-work
5953,30367071,>60,2,non-work,Not Sure,non-work
5954,30367198,30 - 40,4,1,10 - 15 miles,10 - 20
5955,30367220,40 - 50,3,0.5,10 - 15 miles,20 - 30
5956,30367256,40 - 50,2,0.5,<=5 miles,<=10
5957,30367284,>60,5,1,<=5 miles,<=10
5958,30367394,40 - 50,5,1,5-10 miles,10 - 20
5959,30367427,50 - 60,4,0.5,5-10 miles,10 - 20
5960,30367485,>60,3,0.5,10 - 15 miles,>30
5961,30367585,50 - 60,3,0.5,Not Sure,non-work
5962,30367598,40 - 50,4,1,10 - 15 miles,10 - 20
5963,30367748,40 - 50,4,1,>15 miles,<=10
5964,30367757,>60,5,non-work,Not Sure,non-work
5965,30367783,40 - 50,5,<0.5,>15 miles,20 - 30
5966,30367923,>60,3,non-work,Not Sure,non-work
5967,30368008,>60,5,non-work,Not Sure,non-work
5968,30368012,30 - 40,5,<0.5,>15 miles,>30
5969,30368029,>60,5,non-work,Not Sure,non-work
5970,30368043,>60,2,non-work,Not Sure,non-work
5971,30368101,30 - 40,5,>0.5,5-10 miles,10 - 20
5972,30368132,>60,2,0,<=5 miles,10 - 20
5973,30368138,50 - 60,5,1,>15 miles,10 - 20
5974,30368287,50 - 60,3,non-work,Not Sure,non-work
5975,30368311,>60,3,non-work,Not Sure,non-work
5976,30368522,>60,4,0,10 - 15 miles,>30
5977,30368642,30 - 40,3,>0.5,<=5 miles,10 - 20
5978,30368697,40 - 50,5,<0.5,5-10 miles,10 - 20
5979,30368781,30 - 40,5,<0.5,<=5 miles,<=10
5980,30368835,>60,5,non-work,Not Sure,non-work
5981,30368837,>60,5,1,10 - 15 miles,>30
5982,30368907,40 - 50,4,1,5-10 miles,10 - 20
5983,30368917,>60,5,non-work,Not Sure,non-work
5984,30368948,30 - 40,4,1,<=5 miles,>30
5985,30368957,30 - 40,5,1,Not Sure,non-work
5986,30368985,>60,2,0,<=5 miles,10 - 20
5987,30369035,40 - 50,2,0,<=5 miles,10 - 20
5988,30369061,40 - 50,3,1,Not Sure,non-work
5989,30369194,30 - 40,4,>0.5,<=5 miles,<=10
5990,30369199,30 - 40,3,0.5,>15 miles,>30
5991,30369218,<=30,5,0.5,<=5 miles,20 - 30
5992,30369220,30 - 40,4,0.5,10 - 15 miles,10 - 20
5993,30369347,<=30,3,<0.5,<=5 miles,<=10
5994,30369414,>60,1,non-work,Not Sure,non-work
5995,30369452,<=30,2,0.5,5-10 miles,10 - 20
5996,30369529,50 - 60,3,0.5,>15 miles,>30
5997,30369558,>60,5,0,10 - 15 miles,20 - 30
5998,30369634,30 - 40,2,<0.5,>15 miles,20 - 30
5999,30369718,>60,2,non-work,Not Sure,non-work
6000,30369821,<=30,5,<0.5,5-10 miles,10 - 20
6001,30369826,50 - 60,3,1,>15 miles,20 - 30
6002,30369978,>60,2,non-work,Not Sure,non-work
6003,30370171,>60,2,non-work,Not Sure,non-work
6004,30370203,<=30,4,<0.5,5-10 miles,10 - 20
6005,30370241,<=30,5,1,5-10 miles,>30
6006,30370299,<=30,4,<0.5,<=5 miles,<=10
6007,30370324,<=30,5,0.5,5-10 miles,10 - 20
6008,30370429,>60,2,non-work,Not Sure,non-work
6009,30370506,>60,5,0,5-10 miles,10 - 20
6010,30370510,30 - 40,2,0,<=5 miles,<=10
6011,30370569,>60,5,0,Not Sure,non-work
6012,30370595,>60,2,non-work,Not Sure,non-work
6013,30370660,30 - 40,5,1,>15 miles,<=10
6014,30370675,30 - 40,4,<0.5,<=5 miles,<=10
6015,30370761,>60,5,non-work,Not Sure,non-work
6016,30370803,>60,4,non-work,Not Sure,non-work
6017,30370812,40 - 50,2,0,<=5 miles,<=10
6018,30370834,>60,2,non-work,Not Sure,non-work
6019,30370867,30 - 40,4,>0.5,10 - 15 miles,10 - 20
6020,30370878,30 - 40,4,>0.5,10 - 15 miles,20 - 30
6021,30370905,>60,4,non-work,Not Sure,non-work
6022,30370958,>60,4,1,>15 miles,>30
6023,30371006,<=30,5,non-work,Not Sure,non-work
6024,30371127,50 - 60,4,1,5-10 miles,20 - 30
6025,30371151,<=30,4,<0.5,10 - 15 miles,20 - 30
6026,30371191,30 - 40,4,0,<=5 miles,<=10
6027,30371192,<=30,3,<0.5,<=5 miles,>30
6028,30371213,40 - 50,2,0,Not Sure,non-work
6029,30371285,>60,5,1,<=5 miles,<=10
6030,30371535,<=30,4,<0.5,>15 miles,>30
6031,30371548,>60,4,non-work,Not Sure,non-work
6032,30371611,>60,5,0.5,5-10 miles,10 - 20
6033,30371692,>60,4,non-work,Not Sure,non-work
6034,30371696,>60,3,non-work,Not Sure,non-work
6035,30371717,<=30,3,non-work,Not Sure,non-work
6036,30371756,30 - 40,3,0.5,5-10 miles,<=10
6037,30371811,30 - 40,5,1,>15 miles,>30
6038,30371850,30 - 40,5,1,5-10 miles,>30
6039,30371947,50 - 60,3,non-work,Not Sure,non-work
6040,30371982,>60,5,non-work,Not Sure,non-work
6041,30372066,>60,4,non-work,Not Sure,non-work
6042,30372083,>60,3,1,>15 miles,20 - 30
6043,30372291,>60,4,non-work,Not Sure,non-work
6044,30372305,30 - 40,4,0.5,10 - 15 miles,10 - 20
6045,30372343,50 - 60,3,1,<=5 miles,<=10
6046,30372421,<=30,5,0,<=5 miles,10 - 20
6047,30372507,30 - 40,5,0.5,<=5 miles,<=10
6048,30372526,>60,4,non-work,Not Sure,non-work
6049,30372639,>60,4,non-work,Not Sure,non-work
6050,30372822,>60,4,non-work,Not Sure,non-work
6051,30372834,>60,5,1,>15 miles,>30
6052,30373013,>60,3,non-work,Not Sure,non-work
6053,30373270,>60,4,0,10 - 15 miles,>30
6054,30373277,>60,3,0,10 - 15 miles,10 - 20
6055,30373332,<=30,4,1,>15 miles,>30
6056,30373366,>60,3,non-work,Not Sure,non-work
6057,30373451,>60,3,non-work,Not Sure,non-work
6058,30373506,30 - 40,4,<0.5,5-10 miles,<=10
6059,30373517,>60,5,non-work,Not Sure,non-work
6060,30373529,>60,2,non-work,Not Sure,non-work
6061,30373532,>60,3,0.5,<=5 miles,<=10
6062,30373558,40 - 50,4,1,<=5 miles,10 - 20
6063,30373646,>60,2,non-work,Not Sure,non-work
6064,30373660,>60,3,non-work,Not Sure,non-work
6065,30373665,>60,3,non-work,Not Sure,non-work
6066,30373670,40 - 50,3,1,10 - 15 miles,10 - 20
6067,30373748,30 - 40,3,non-work,Not Sure,non-work
6068,30373849,>60,3,non-work,Not Sure,non-work
6069,30373850,<=30,2,non-work,Not Sure,non-work
6070,30373854,>60,5,non-work,Not Sure,non-work
6071,30373923,40 - 50,3,non-work,Not Sure,non-work
6072,30373987,>60,2,non-work,Not Sure,non-work
6073,30374054,>60,3,non-work,Not Sure,non-work
6074,30374096,30 - 40,4,0.5,5-10 miles,>30
6075,30374102,30 - 40,4,1,<=5 miles,10 - 20
6076,30374108,>60,2,non-work,Not Sure,non-work
6077,30374128,<=30,5,0.5,10 - 15 miles,>30
6078,30374211,>60,2,non-work,Not Sure,non-work
6079,30374274,50 - 60,3,non-work,Not Sure,non-work
6080,30374283,>60,1,non-work,Not Sure,non-work
6081,30374289,>60,3,non-work,Not Sure,non-work
6082,30374296,>60,2,non-work,Not Sure,non-work
6083,30374326,50 - 60,5,<0.5,<=5 miles,10 - 20
6084,30374354,30 - 40,5,>0.5,>15 miles,>30
6085,30374414,<=30,5,0.5,<=5 miles,<=10
6086,30374436,>60,3,non-work,Not Sure,non-work
6087,30374500,40 - 50,5,0,Not Sure,non-work
6088,30374531,>60,2,non-work,Not Sure,non-work
6089,30374575,>60,5,0.5,>15 miles,>30
6090,30374577,>60,5,1,>15 miles,>30
6091,30374594,50 - 60,2,non-work,Not Sure,non-work
6092,30374597,50 - 60,2,0.5,>15 miles,20 - 30
6093,30374656,40 - 50,3,<0.5,>15 miles,>30
6094,30374742,>60,5,non-work,Not Sure,non-work
6095,30374778,<=30,4,1,5-10 miles,<=10
6096,30374818,50 - 60,5,1,>15 miles,20 - 30
6097,30374873,>60,5,0.5,Not Sure,non-work
6098,30374877,50 - 60,3,non-work,Not Sure,non-work
6099,30374883,30 - 40,4,0.5,<=5 miles,<=10
6100,30374971,50 - 60,2,non-work,Not Sure,non-work
6101,30374987,30 - 40,5,0,Not Sure,non-work
6102,30375029,>60,3,non-work,Not Sure,non-work
6103,30375048,30 - 40,5,>0.5,>15 miles,20 - 30
6104,30375073,>60,2,non-work,Not Sure,non-work
6105,30375082,>60,3,1,<=5 miles,10 - 20
6106,30375150,40 - 50,5,>0.5,>15 miles,>30
6107,30375248,>60,5,1,>15 miles,>30
6108,30375329,<=30,5,non-work,Not Sure,non-work
6109,30375499,<=30,4,0.5,5-10 miles,10 - 20
6110,30375533,50 - 60,1,non-work,Not Sure,non-work
6111,30375562,40 - 50,4,1,10 - 15 miles,10 - 20
6112,30375617,>60,3,non-work,Not Sure,non-work
6113,30375651,>60,1,non-work,Not Sure,non-work
6114,30375710,50 - 60,4,1,>15 miles,20 - 30
6115,30375736,30 - 40,5,non-work,Not Sure,non-work
6116,30375799,>60,4,non-work,Not Sure,non-work
6117,30375856,>60,5,non-work,Not Sure,non-work
6118,30375941,>60,2,non-work,Not Sure,non-work
6119,30375952,30 - 40,3,>0.5,>15 miles,20 - 30
6120,30376050,50 - 60,4,0,Not Sure,non-work
6121,30376167,30 - 40,4,<0.5,<=5 miles,<=10
6122,30376298,>60,5,non-work,Not Sure,non-work
6123,30376398,30 - 40,5,0.5,>15 miles,>30
6124,30376423,<=30,5,1,10 - 15 miles,20 - 30
6125,30376451,50 - 60,3,1,5-10 miles,10 - 20
6126,30376470,30 - 40,3,0.5,<=5 miles,<=10
