,HOUSEID,HEALTH,avg_trips,avg_trips_binned,one_job,flexible_work
576,30035345,2,5.5,>5,0.5,0.5
577,30035387,1,5.0,4 - 5,1,1
578,30035414,3,6.0,>5,0.5,0
579,30035431,5,0.0,<=2,non-work,non-work
580,30035552,4,5.0,4 - 5,non-work,non-work
581,30035671,5,2.0,<=2,non-work,non-work
582,30035723,3,4.0,3 - 4,0.5,0.5
583,30035774,2,2.0,<=2,>0.5,0
584,30035815,3,5.0,4 - 5,0.5,<0.5
585,30035816,5,2.0,<=2,non-work,non-work
586,30035820,3,5.0,4 - 5,<0.5,0
587,30035826,1,5.0,4 - 5,non-work,non-work
588,30035839,3,5.0,4 - 5,non-work,non-work
589,30035845,2,3.75,3 - 4,1,<0.5
590,30035856,1,2.0,<=2,1,<0.5
591,30035931,5,3.6666666666666665,3 - 4,non-work,non-work
592,30035961,4,3.0,2 - 3,non-work,non-work
593,30035997,2,4.0,3 - 4,non-work,non-work
594,30036027,4,2.0,<=2,non-work,non-work
595,30036029,3,2.6666666666666665,2 - 3,0.5,<0.5
596,30036047,2,2.5,2 - 3,non-work,non-work
597,30036092,3,5.0,4 - 5,non-work,non-work
598,30036113,2,7.0,>5,1,1
599,30036310,4,5.0,4 - 5,non-work,non-work
600,30036344,1,9.0,>5,1,0.5
601,30036403,1,2.6666666666666665,2 - 3,non-work,non-work
602,30036446,2,2.5,2 - 3,non-work,non-work
603,30036469,2,8.0,>5,1,1
604,30036526,3,2.0,<=2,non-work,non-work
605,30036589,4,2.0,<=2,non-work,non-work
606,30036628,1,10.0,>5,non-work,non-work
607,30036700,4,4.0,3 - 4,non-work,non-work
608,30036711,4,1.0,<=2,non-work,non-work
609,30036807,3,7.5,>5,1,0.5
610,30036827,1,4.0,3 - 4,1,0
611,30036869,3,3.0,2 - 3,<0.5,0
612,30036906,3,8.0,>5,1,0
613,30036979,3,3.0,2 - 3,0,1
614,30037064,3,3.75,3 - 4,0,<0.5
615,30037070,2,1.5,<=2,non-work,non-work
616,30037093,3,4.5,4 - 5,1,0
617,30037200,3,4.0,3 - 4,1,0
618,30037217,4,1.6666666666666667,<=2,1,<0.5
619,30037224,1,5.5,>5,<0.5,0
620,30037292,3,0.0,<=2,non-work,non-work
621,30037377,3,2.0,<=2,1,0
622,30037466,2,5.0,4 - 5,1,1
623,30037662,1,9.0,>5,1,1
624,30037672,2,3.0,2 - 3,1,0.5
625,30037713,2,7.0,>5,1,1
626,30037741,3,7.0,>5,non-work,non-work
627,30037809,2,6.0,>5,1,1
628,30037824,4,3.0,2 - 3,non-work,non-work
629,30037882,2,4.0,3 - 4,0,1
630,30037932,4,0.0,<=2,non-work,non-work
631,30038180,2,5.0,4 - 5,1,0
632,30038264,2,5.0,4 - 5,non-work,non-work
633,30038332,3,1.5,<=2,non-work,non-work
634,30038629,2,2.0,<=2,0,0
635,30038652,2,4.666666666666667,4 - 5,0,<0.5
636,30038663,2,3.0,2 - 3,non-work,non-work
637,30038781,2,3.3333333333333335,3 - 4,>0.5,<0.5
638,30038889,4,3.5,3 - 4,0.5,<0.5
639,30038913,4,2.2,2 - 3,<0.5,<0.5
640,30038923,4,2.0,<=2,0.5,0
641,30038980,3,2.0,<=2,1,0.5
642,30039191,4,1.0,<=2,0.5,0.5
643,30039284,3,2.0,<=2,<0.5,<0.5
644,30039538,3,5.75,>5,0.5,<0.5
645,30039573,3,2.0,<=2,1,1
646,30039595,2,9.0,>5,non-work,non-work
647,30039779,5,2.0,<=2,0.5,0.5
648,30039834,3,2.0,<=2,>0.5,<0.5
649,30039840,1,3.6666666666666665,3 - 4,<0.5,<0.5
650,30039950,2,4.0,3 - 4,1,1
651,30039984,4,0.0,<=2,non-work,non-work
652,30040005,3,6.5,>5,0.5,0.5
653,30040076,1,6.5,>5,non-work,non-work
654,30040165,2,8.25,>5,0.5,0
655,30040190,2,1.75,<=2,<0.5,<0.5
656,30040227,3,4.0,3 - 4,non-work,non-work
657,30040453,3,10.0,>5,non-work,non-work
658,30040465,2,5.0,4 - 5,non-work,non-work
659,30040492,2,4.0,3 - 4,0.5,0.5
660,30040680,3,2.0,<=2,non-work,non-work
661,30040700,3,3.0,2 - 3,non-work,non-work
662,30040770,5,1.5,<=2,non-work,non-work
663,30040778,3,0.0,<=2,non-work,non-work
664,30040786,3,3.5,3 - 4,1,0
665,30040861,2,5.0,4 - 5,1,1
666,30040874,1,1.0,<=2,1,1
667,30040928,3,1.0,<=2,non-work,non-work
668,30040937,4,4.5,4 - 5,1,0.5
669,30041074,2,2.0,<=2,0.5,<0.5
670,30041109,4,0.0,<=2,non-work,non-work
671,30041175,2,4.0,3 - 4,1,0.5
672,30041374,5,4.0,3 - 4,non-work,non-work
673,30041406,3,4.0,3 - 4,0.5,0
674,30041532,4,2.0,<=2,<0.5,0
675,30041578,2,8.0,>5,non-work,non-work
676,30041611,1,3.0,2 - 3,<0.5,<0.5
677,30041648,2,4.0,3 - 4,0.5,0.5
678,30041775,4,5.0,4 - 5,0.5,0.5
679,30041805,2,6.0,>5,0,0
680,30041810,2,5.5,>5,0.5,0
681,30041824,2,0.0,<=2,1,1
682,30041837,3,0.0,<=2,non-work,non-work
683,30041879,4,4.0,3 - 4,0.5,0.5
684,30042023,2,3.0,2 - 3,non-work,non-work
685,30042108,2,5.0,4 - 5,0.5,0.5
686,30042111,1,0.0,<=2,non-work,non-work
687,30042198,2,5.0,4 - 5,non-work,non-work
688,30042343,2,2.0,<=2,non-work,non-work
689,30042348,3,3.0,2 - 3,>0.5,<0.5
690,30042390,1,2.0,<=2,non-work,non-work
691,30042403,1,3.0,2 - 3,1,1
692,30042405,2,2.0,<=2,1,0.5
693,30042525,1,2.6666666666666665,2 - 3,<0.5,0
694,30042582,5,6.0,>5,non-work,non-work
695,30042604,4,6.5,>5,non-work,non-work
696,30042617,2,2.0,<=2,1,0.5
697,30042626,3,2.6666666666666665,2 - 3,<0.5,<0.5
698,30042633,3,4.0,3 - 4,non-work,non-work
699,30042651,3,3.0,2 - 3,0.5,0.5
700,30042659,3,2.0,<=2,0.5,0.5
701,30042967,3,3.5,3 - 4,0,0.5
702,30043048,4,4.0,3 - 4,non-work,non-work
703,30043197,1,4.0,3 - 4,1,0
704,30043240,3,1.5,<=2,non-work,non-work
705,30043335,2,4.0,3 - 4,1,0
706,30043382,2,10.5,>5,0.5,0
707,30043413,2,0.5,<=2,1,0.5
708,30043527,4,2.0,<=2,0.5,0
709,30043537,4,2.0,<=2,1,0.5
710,30043716,3,6.0,>5,non-work,non-work
711,30043808,3,5.0,4 - 5,non-work,non-work
712,30043874,4,3.0,2 - 3,non-work,non-work
713,30043886,2,2.0,<=2,non-work,non-work
714,30044054,2,5.0,4 - 5,non-work,non-work
715,30044184,4,2.0,<=2,non-work,non-work
716,30044243,2,5.0,4 - 5,1,0.5
717,30044571,4,2.0,<=2,non-work,non-work
718,30044641,2,0.0,<=2,non-work,non-work
719,30044952,1,4.0,3 - 4,1,0
720,30044956,2,4.0,3 - 4,<0.5,0
721,30044968,4,5.0,4 - 5,1,0.5
722,30044994,1,2.0,<=2,>0.5,<0.5
723,30045065,3,2.0,<=2,non-work,non-work
724,30045098,1,6.0,>5,1,0
725,30045120,2,2.0,<=2,0.5,<0.5
726,30045167,3,1.0,<=2,non-work,non-work
727,30045184,3,4.0,3 - 4,non-work,non-work
728,30045192,2,4.0,3 - 4,1,0
729,30045277,4,0.0,<=2,non-work,non-work
730,30045295,2,2.0,<=2,1,0.5
731,30045337,3,1.5,<=2,0.5,0
732,30045400,2,4.0,3 - 4,1,1
733,30045499,3,2.0,<=2,non-work,non-work
734,30045500,3,3.0,2 - 3,0,0.5
735,30045612,4,3.5,3 - 4,0.5,0.5
736,30045657,3,6.0,>5,0.5,0
737,30045824,3,2.0,<=2,non-work,non-work
738,30045953,2,2.5,2 - 3,1,0.5
739,30046068,4,4.0,3 - 4,1,0.5
740,30046147,2,3.0,2 - 3,non-work,non-work
741,30046226,1,1.0,<=2,non-work,non-work
742,30046363,1,2.0,<=2,1,0.5
743,30046419,2,2.0,<=2,1,0
744,30046427,3,2.0,<=2,non-work,non-work
745,30046449,3,2.0,<=2,non-work,non-work
746,30046532,1,4.0,3 - 4,1,0.5
747,30046533,2,3.6666666666666665,3 - 4,non-work,non-work
748,30046549,3,4.333333333333333,4 - 5,>0.5,<0.5
749,30046587,1,7.0,>5,0,0
750,30046724,3,2.0,<=2,1,0.5
751,30046748,1,6.0,>5,non-work,non-work
752,30046771,2,8.0,>5,1,1
753,30046869,3,4.0,3 - 4,non-work,non-work
754,30047001,3,0.0,<=2,1,1
755,30047096,3,5.0,4 - 5,1,0
756,30047116,2,4.666666666666667,4 - 5,>0.5,<0.5
757,30047130,1,10.0,>5,non-work,non-work
758,30047196,4,0.0,<=2,non-work,non-work
759,30047236,2,5.0,4 - 5,1,1
760,30047292,4,2.0,<=2,non-work,non-work
761,30047300,2,3.5,3 - 4,0.5,<0.5
762,30047406,3,4.0,3 - 4,non-work,non-work
763,30047409,4,0.0,<=2,non-work,non-work
764,30047413,2,4.0,3 - 4,0,0
765,30047422,1,5.0,4 - 5,non-work,non-work
766,30047513,2,2.5,2 - 3,1,0.5
767,30047612,3,7.5,>5,non-work,non-work
768,30047649,4,4.0,3 - 4,non-work,non-work
769,30047745,3,3.0,2 - 3,1,0
770,30047913,2,0.0,<=2,non-work,non-work
771,30048005,3,7.0,>5,non-work,non-work
772,30048022,2,2.0,<=2,0.5,0
773,30048047,1,4.0,3 - 4,1,0.5
774,30048158,2,7.0,>5,non-work,non-work
775,30048161,2,6.5,>5,0.5,0
776,30048236,2,5.0,4 - 5,1,1
777,30048259,1,5.0,4 - 5,1,0
778,30048340,1,3.0,2 - 3,<0.5,0
779,30048434,3,3.5,3 - 4,0.5,0.5
780,30048448,2,1.25,<=2,0.5,<0.5
781,30048522,2,8.25,>5,0.5,<0.5
782,30048570,3,2.5,2 - 3,0,0.5
783,30048591,2,4.0,3 - 4,>0.5,0
784,30048666,3,4.0,3 - 4,non-work,non-work
785,30048767,1,4.5,4 - 5,1,0
786,30048809,2,6.0,>5,>0.5,0
787,30048832,1,4.0,3 - 4,1,0
788,30048837,1,2.0,<=2,non-work,non-work
789,30048864,1,6.0,>5,1,0
790,30048937,2,4.0,3 - 4,non-work,non-work
791,30048976,1,0.0,<=2,non-work,non-work
792,30048996,2,1.0,<=2,1,0
793,30049029,2,5.0,4 - 5,0.5,<0.5
794,30049218,2,4.0,3 - 4,non-work,non-work
795,30049241,3,6.0,>5,non-work,non-work
796,30049320,3,1.0,<=2,non-work,non-work
797,30049385,2,2.0,<=2,non-work,non-work
798,30049470,3,3.0,2 - 3,>0.5,<0.5
799,30049531,2,4.5,4 - 5,1,0.5
800,30049602,2,5.0,4 - 5,1,0
801,30049623,1,4.0,3 - 4,1,1
802,30049711,3,3.6666666666666665,3 - 4,>0.5,0
803,30049729,2,1.0,<=2,non-work,non-work
804,30049749,3,0.0,<=2,1,0.5
805,30049766,2,6.0,>5,1,1
806,30049783,3,2.0,<=2,non-work,non-work
807,30050205,4,1.0,<=2,non-work,non-work
808,30050208,1,3.0,2 - 3,non-work,non-work
809,30050258,1,2.3333333333333335,2 - 3,1,<0.5
810,30050292,3,1.0,<=2,non-work,non-work
811,30050338,4,5.0,4 - 5,1,0
812,30050557,2,4.5,4 - 5,1,0.5
813,30050600,2,1.5,<=2,non-work,non-work
814,30050756,2,5.0,4 - 5,0.5,0
815,30050775,5,0.0,<=2,non-work,non-work
816,30050822,1,5.0,4 - 5,0.5,0
817,30051194,2,6.0,>5,1,0
818,30051283,2,2.0,<=2,non-work,non-work
819,30051388,3,1.5,<=2,non-work,non-work
820,30051433,2,7.0,>5,non-work,non-work
821,30051459,4,3.0,2 - 3,non-work,non-work
822,30051509,3,3.0,2 - 3,non-work,non-work
823,30051620,3,3.0,2 - 3,non-work,non-work
824,30051621,1,2.0,<=2,0,0
825,30051630,2,4.0,3 - 4,non-work,non-work
826,30051861,4,5.0,4 - 5,non-work,non-work
827,30051875,2,2.5,2 - 3,1,0.5
828,30051944,1,4.0,3 - 4,non-work,non-work
829,30051961,1,5.0,4 - 5,0.5,0.5
830,30052039,3,6.0,>5,1,0.5
831,30052063,5,1.0,<=2,non-work,non-work
832,30052095,2,7.0,>5,0.5,0.5
833,30052124,4,2.0,<=2,non-work,non-work
834,30052143,2,4.0,3 - 4,non-work,non-work
835,30052209,3,2.0,<=2,non-work,non-work
836,30052240,3,5.8,>5,>0.5,<0.5
837,30052306,2,6.0,>5,non-work,non-work
838,30052360,2,17.0,>5,1,0.5
839,30052393,3,2.4,2 - 3,<0.5,<0.5
840,30052503,2,6.0,>5,non-work,non-work
841,30052528,5,5.25,>5,0.5,<0.5
842,30052592,3,4.0,3 - 4,>0.5,<0.5
843,30052652,3,6.666666666666667,>5,0,<0.5
844,30052877,2,12.0,>5,non-work,non-work
845,30052888,3,4.0,3 - 4,>0.5,0
846,30053075,1,0.0,<=2,1,1
847,30053111,1,4.5,4 - 5,<0.5,0
848,30053156,2,5.0,4 - 5,non-work,non-work
849,30053309,3,8.666666666666666,>5,<0.5,<0.5
850,30053341,1,4.0,3 - 4,1,1
851,30053352,2,3.3333333333333335,3 - 4,>0.5,<0.5
852,30053479,2,4.5,4 - 5,1,0.5
853,30053560,1,3.0,2 - 3,1,0.5
854,30053611,3,5.0,4 - 5,non-work,non-work
855,30053639,1,9.0,>5,1,0
856,30053642,2,4.0,3 - 4,0.5,0.5
857,30053703,4,2.0,<=2,0.5,0.5
858,30053724,4,2.6666666666666665,2 - 3,>0.5,<0.5
859,30053775,2,5.2,>5,>0.5,<0.5
860,30053782,4,5.0,4 - 5,1,1
861,30053835,2,1.0,<=2,<0.5,<0.5
862,30053990,2,5.5,>5,1,0.5
863,30053993,1,1.3333333333333333,<=2,<0.5,<0.5
864,30054074,1,7.0,>5,0,0.5
865,30054197,3,5.0,4 - 5,non-work,non-work
866,30054237,4,0.0,<=2,non-work,non-work
867,30054310,3,2.0,<=2,<0.5,<0.5
868,30054324,3,2.0,<=2,non-work,non-work
869,30054338,5,1.3333333333333333,<=2,non-work,non-work
870,30054403,4,4.0,3 - 4,0.5,0.5
871,30054451,3,3.0,2 - 3,non-work,non-work
872,30054489,4,3.5,3 - 4,non-work,non-work
873,30054605,2,3.0,2 - 3,0.5,0
874,30054677,3,2.0,<=2,non-work,non-work
875,30054860,5,2.3333333333333335,2 - 3,<0.5,<0.5
876,30054864,2,2.0,<=2,0.5,0.5
877,30054898,3,5.0,4 - 5,1,0
878,30054989,1,4.0,3 - 4,1,0
879,30055124,2,4.0,3 - 4,0,1
880,30055252,3,2.0,<=2,non-work,non-work
881,30055289,1,6.0,>5,non-work,non-work
882,30055396,3,3.75,3 - 4,<0.5,0
883,30055406,4,3.0,2 - 3,non-work,non-work
884,30055625,1,6.0,>5,0,1
885,30055629,2,2.0,<=2,1,1
886,30055656,4,0.0,<=2,non-work,non-work
887,30055666,3,4.666666666666667,4 - 5,non-work,non-work
888,30055680,1,7.0,>5,0,1
889,30055782,3,1.0,<=2,0,<0.5
890,30055788,1,9.0,>5,1,0
891,30055839,2,2.0,<=2,1,0
892,30056140,1,6.5,>5,non-work,non-work
893,30056156,3,2.5,2 - 3,non-work,non-work
894,30056166,2,4.5,4 - 5,1,0.5
895,30056234,4,5.0,4 - 5,non-work,non-work
896,30056406,3,2.0,<=2,0,0.5
897,30056422,3,4.0,3 - 4,>0.5,<0.5
898,30056466,3,5.333333333333333,>5,>0.5,<0.5
899,30056582,2,8.0,>5,non-work,non-work
900,30056595,2,5.0,4 - 5,non-work,non-work
901,30056690,3,2.0,<=2,>0.5,<0.5
902,30056698,2,7.0,>5,non-work,non-work
903,30056714,4,4.0,3 - 4,non-work,non-work
904,30056910,1,3.5,3 - 4,0.5,0
905,30056927,3,5.5,>5,0.5,0.5
906,30056950,2,5.0,4 - 5,0.5,0
907,30057017,2,7.0,>5,1,0
908,30057038,2,5.5,>5,non-work,non-work
909,30057106,4,3.0,2 - 3,non-work,non-work
910,30057130,3,0.0,<=2,non-work,non-work
911,30057155,1,7.0,>5,1,1
912,30057226,3,9.0,>5,0.5,0.5
913,30057333,3,3.3333333333333335,3 - 4,<0.5,0
914,30057387,1,2.0,<=2,non-work,non-work
915,30057389,2,4.0,3 - 4,non-work,non-work
916,30057530,4,1.5,<=2,non-work,non-work
917,30057535,3,1.5,<=2,0.5,<0.5
918,30057687,2,6.5,>5,0,0
919,30057837,4,4.0,3 - 4,non-work,non-work
920,30057910,2,2.5,2 - 3,0.5,0
921,30057980,2,7.333333333333333,>5,>0.5,0
922,30058041,2,2.0,<=2,>0.5,<0.5
923,30058065,2,5.333333333333333,>5,<0.5,<0.5
924,30058148,3,7.0,>5,1,0
925,30058199,3,4.5,4 - 5,0.5,0.5
926,30058221,2,6.2,>5,<0.5,<0.5
927,30058446,4,1.0,<=2,non-work,non-work
928,30058470,3,3.3333333333333335,3 - 4,non-work,non-work
929,30058654,3,3.0,2 - 3,0.5,0
930,30058762,2,3.0,2 - 3,1,1
931,30058874,1,2.5,2 - 3,1,0.5
932,30058885,3,3.0,2 - 3,non-work,non-work
933,30059011,3,0.0,<=2,non-work,non-work
934,30059021,1,7.0,>5,non-work,non-work
935,30059047,3,5.666666666666667,>5,>0.5,<0.5
936,30059053,2,6.0,>5,non-work,non-work
937,30059058,1,12.0,>5,non-work,non-work
938,30059077,2,0.0,<=2,non-work,non-work
939,30059105,1,1.5,<=2,0.5,0.5
940,30059117,2,7.0,>5,non-work,non-work
941,30059249,1,13.0,>5,0,0
942,30059253,3,0.0,<=2,non-work,non-work
943,30059255,2,6.333333333333333,>5,>0.5,<0.5
944,30059494,3,0.0,<=2,1,0
945,30059509,1,2.0,<=2,1,0.5
946,30059695,2,5.0,4 - 5,non-work,non-work
947,30059702,4,4.0,3 - 4,non-work,non-work
948,30059762,3,3.0,2 - 3,1,0
949,30059790,1,2.0,<=2,non-work,non-work
950,30059809,3,5.0,4 - 5,1,0.5
951,30059852,2,4.5,4 - 5,1,0.5
952,30059856,4,5.5,>5,non-work,non-work
953,30060119,1,5.0,4 - 5,1,1
954,30060180,2,3.3333333333333335,3 - 4,<0.5,0
955,30060194,5,2.0,<=2,0.5,0
956,30060257,2,8.0,>5,1,1
957,30060370,4,3.0,2 - 3,0.5,0.5
958,30060456,3,4.5,4 - 5,1,0.5
959,30060462,3,6.0,>5,0,1
960,30060493,2,5.0,4 - 5,1,0
961,30060511,2,5.0,4 - 5,non-work,non-work
962,30060663,2,6.0,>5,non-work,non-work
963,30060726,2,5.5,>5,1,0.5
964,30060813,3,3.0,2 - 3,0.5,0
965,30060848,4,3.2,3 - 4,<0.5,<0.5
966,30060889,3,10.0,>5,1,1
967,30061102,2,3.6666666666666665,3 - 4,<0.5,<0.5
968,30061146,4,3.0,2 - 3,non-work,non-work
969,30061275,1,6.0,>5,0,1
970,30061290,2,1.25,<=2,>0.5,<0.5
971,30061319,2,5.0,4 - 5,1,0
972,30061446,3,4.5,4 - 5,<0.5,0
973,30061499,3,5.0,4 - 5,1,1
974,30061559,3,3.5,3 - 4,1,0.5
975,30061560,1,5.0,4 - 5,0.5,0
976,30061703,3,6.75,>5,<0.5,0
977,30061704,2,4.0,3 - 4,non-work,non-work
978,30061784,2,9.25,>5,<0.5,<0.5
979,30061846,1,3.0,2 - 3,1,1
980,30061907,3,1.0,<=2,0.5,0
981,30061916,4,4.0,3 - 4,non-work,non-work
982,30061938,2,11.5,>5,1,0.5
983,30062004,2,1.0,<=2,non-work,non-work
984,30062132,2,4.0,3 - 4,1,0.5
985,30062151,4,0.0,<=2,non-work,non-work
986,30062191,2,6.0,>5,1,0
987,30062236,3,2.0,<=2,0.5,0
988,30062268,2,1.6666666666666667,<=2,1,<0.5
989,30062293,5,0.0,<=2,non-work,non-work
990,30062524,2,5.5,>5,1,0
991,30062659,2,5.0,4 - 5,<0.5,0
992,30062747,2,4.0,3 - 4,1,0
993,30062748,3,3.6666666666666665,3 - 4,<0.5,<0.5
994,30062793,2,0.0,<=2,non-work,non-work
995,30062924,4,3.0,2 - 3,non-work,non-work
996,30062964,2,2.0,<=2,0.5,0.5
997,30063035,4,5.5,>5,0.5,0
998,30063132,2,1.0,<=2,0,<0.5
999,30063134,3,2.0,<=2,1,0.5
1000,30063215,4,0.0,<=2,non-work,non-work
1001,30063242,5,0.0,<=2,non-work,non-work
1002,30063261,1,3.0,2 - 3,1,0
1003,30063344,2,3.0,2 - 3,non-work,non-work
1004,30063382,3,1.0,<=2,1,1
1005,30063455,1,2.0,<=2,1,0
1006,30063467,2,8.0,>5,1,0
1007,30063484,4,0.0,<=2,non-work,non-work
1008,30063549,3,6.0,>5,0,0
1009,30063589,3,1.0,<=2,0.5,0.5
1010,30063599,1,3.0,2 - 3,1,0.5
1011,30063647,4,1.5,<=2,non-work,non-work
1012,30063724,3,0.75,<=2,<0.5,<0.5
1013,30063783,3,9.0,>5,1,1
1014,30063803,2,3.3333333333333335,3 - 4,0,0
1015,30064025,2,6.0,>5,1,0
1016,30064139,2,3.0,2 - 3,non-work,non-work
1017,30064165,2,2.0,<=2,non-work,non-work
1018,30064167,2,0.0,<=2,non-work,non-work
1019,30064186,3,0.0,<=2,0,0
1020,30064266,3,2.0,<=2,0.5,0.5
1021,30064270,3,7.333333333333333,>5,>0.5,<0.5
1022,30064428,1,9.0,>5,non-work,non-work
1023,30064451,1,5.0,4 - 5,non-work,non-work
1024,30064572,2,6.0,>5,<0.5,0
1025,30064798,2,4.5,4 - 5,0.5,0.5
1026,30064799,3,1.0,<=2,0.5,0.5
1027,30064874,2,2.5,2 - 3,0.5,0
1028,30064899,3,6.5,>5,non-work,non-work
1029,30064909,4,5.666666666666667,>5,0.5,<0.5
1030,30065068,3,3.6666666666666665,3 - 4,>0.5,<0.5
1031,30065104,3,8.0,>5,<0.5,<0.5
1032,30065186,3,2.0,<=2,non-work,non-work
1033,30065199,2,6.5,>5,<0.5,0
1034,30065294,2,3.0,2 - 3,<0.5,<0.5
1035,30065378,2,7.0,>5,non-work,non-work
1036,30065404,2,3.0,2 - 3,1,0.5
1037,30065506,3,2.0,<=2,1,0.5
1038,30065556,3,0.0,<=2,non-work,non-work
1039,30065717,2,8.0,>5,1,0
1040,30065844,3,3.0,2 - 3,<0.5,<0.5
1041,30065882,3,5.0,4 - 5,non-work,non-work
1042,30065916,2,4.5,4 - 5,1,0.5
1043,30065939,2,4.0,3 - 4,non-work,non-work
1044,30066016,2,1.0,<=2,0.5,0.5
1045,30066068,3,4.0,3 - 4,1,1
1046,30066124,3,1.5,<=2,0.5,<0.5
1047,30066227,1,9.5,>5,non-work,non-work
1048,30066297,3,1.6666666666666667,<=2,non-work,non-work
1049,30066522,1,1.0,<=2,non-work,non-work
1050,30066550,3,3.0,2 - 3,1,0.5
1051,30066560,3,5.0,4 - 5,1,0
1052,30066769,3,1.0,<=2,1,0.5
1053,30066816,4,0.3333333333333333,<=2,non-work,non-work
1054,30066922,3,4.666666666666667,4 - 5,>0.5,<0.5
1055,30066927,4,3.0,2 - 3,non-work,non-work
1056,30067050,2,5.0,4 - 5,non-work,non-work
1057,30067098,1,2.0,<=2,1,0
1058,30067110,3,0.0,<=2,1,0
1059,30067191,1,2.0,<=2,1,0
1060,30067265,3,3.0,2 - 3,0.5,0.5
1061,30067356,2,4.0,3 - 4,0.5,0
1062,30067371,4,0.0,<=2,non-work,non-work
1063,30067378,2,2.0,<=2,non-work,non-work
1064,30067399,2,7.0,>5,1,0
1065,30067477,3,4.0,3 - 4,0.5,<0.5
1066,30067566,1,2.6666666666666665,2 - 3,<0.5,0
1067,30067588,3,0.0,<=2,non-work,non-work
1068,30067601,3,2.0,<=2,non-work,non-work
1069,30067631,4,5.0,4 - 5,non-work,non-work
1070,30067650,1,0.0,<=2,1,0.5
1071,30067662,3,5.333333333333333,>5,<0.5,<0.5
1072,30067760,3,5.5,>5,0.5,0
1073,30067765,2,2.0,<=2,non-work,non-work
1074,30067784,3,6.0,>5,1,0.5
1075,30067791,5,2.0,<=2,non-work,non-work
1076,30067808,2,6.0,>5,0,0
1077,30067875,1,3.0,2 - 3,1,0.5
1078,30068071,2,2.0,<=2,non-work,non-work
1079,30068076,2,5.5,>5,0.5,0
1080,30068079,2,3.0,2 - 3,1,<0.5
1081,30068086,2,8.0,>5,0,0
1082,30068131,4,3.0,2 - 3,0.5,0
1083,30068157,2,4.333333333333333,4 - 5,<0.5,0
1084,30068341,3,6.0,>5,non-work,non-work
1085,30068429,4,0.0,<=2,1,0
1086,30068433,1,4.0,3 - 4,1,0
1087,30068435,2,8.0,>5,<0.5,<0.5
1088,30068458,4,4.5,4 - 5,1,0.5
1089,30068669,3,3.0,2 - 3,non-work,non-work
1090,30068708,3,4.0,3 - 4,1,0
1091,30068925,3,4.0,3 - 4,non-work,non-work
1092,30068986,2,5.333333333333333,>5,>0.5,<0.5
1093,30069031,1,8.0,>5,non-work,non-work
1094,30069032,4,0.0,<=2,non-work,non-work
1095,30069152,2,4.0,3 - 4,<0.5,<0.5
1096,30069196,2,5.5,>5,1,0
1097,30069686,4,1.0,<=2,0.5,0.5
1098,30069706,2,6.0,>5,1,0.5
1099,30069723,3,5.0,4 - 5,1,1
1100,30069753,2,4.0,3 - 4,1,0
1101,30069759,3,5.0,4 - 5,1,1
1102,30069775,3,2.6666666666666665,2 - 3,<0.5,0
1103,30069843,1,6.0,>5,0.5,0
1104,30069879,1,7.0,>5,1,0.5
1105,30069896,4,0.0,<=2,non-work,non-work
1106,30069920,2,2.0,<=2,1,1
1107,30069921,2,2.0,<=2,0.5,non-work
1108,30069948,2,5.0,4 - 5,>0.5,<0.5
1109,30069954,2,0.0,<=2,non-work,non-work
1110,30069974,2,7.0,>5,0.5,0.5
1111,30069977,5,5.0,4 - 5,non-work,non-work
1112,30070190,1,2.6666666666666665,2 - 3,>0.5,<0.5
1113,30070291,3,3.0,2 - 3,1,0
1114,30070435,4,2.5,2 - 3,0.5,0
1115,30070454,2,3.0,2 - 3,non-work,non-work
1116,30070492,3,4.0,3 - 4,non-work,non-work
1117,30070511,2,4.0,3 - 4,non-work,non-work
1118,30070576,2,2.0,<=2,>0.5,<0.5
1119,30070791,2,5.0,4 - 5,non-work,non-work
1120,30070849,2,3.0,2 - 3,0,1
1121,30070860,2,7.0,>5,non-work,non-work
1122,30070870,4,4.0,3 - 4,non-work,non-work
1123,30071189,3,5.0,4 - 5,1,0
1124,30071295,3,6.0,>5,non-work,non-work
1125,30071306,1,4.5,4 - 5,1,0
1126,30071343,3,0.0,<=2,non-work,non-work
1127,30071400,2,2.0,<=2,>0.5,<0.5
1128,30071411,3,1.0,<=2,non-work,non-work
1129,30071425,4,5.0,4 - 5,non-work,non-work
1130,30071516,1,8.0,>5,1,0
1131,30071522,3,3.0,2 - 3,1,1
1132,30071783,3,1.0,<=2,>0.5,<0.5
1133,30071852,2,6.0,>5,<0.5,0
1134,30071872,1,6.0,>5,non-work,non-work
1135,30071972,3,7.0,>5,1,1
1136,30071993,1,6.0,>5,<0.5,<0.5
1137,30072018,5,0.0,<=2,non-work,non-work
1138,30072096,3,5.0,4 - 5,1,0.5
1139,30072111,2,4.0,3 - 4,<0.5,0
1140,30072117,1,6.0,>5,0.5,0
1141,30072177,2,4.0,3 - 4,non-work,non-work
1142,30072317,3,7.0,>5,0.5,0.5
1143,30072319,1,8.0,>5,0,0
1144,30072406,3,2.5,2 - 3,non-work,non-work
1145,30072515,2,5.0,4 - 5,1,0
1146,30072622,1,8.0,>5,0.5,0
1147,30072628,1,3.0,2 - 3,>0.5,0
1148,30072681,2,4.0,3 - 4,non-work,non-work
1149,30072709,1,8.0,>5,non-work,non-work
