,HOUSEID,TRAVDAY,HOMEOWN,HHFAMINC,WALK,BIKE,TAXI,BUS,TRAIN,PRICE,PLACE,WALK2SAVE,BIKE2SAVE,PTRANS,HHRELATD,DRVRCNT,CNTTDHH,NUMADLT,YOUNGCHILD,WRKCOUNT,LIF_CYC,RAIL,URBAN,URBANSIZE,CDIVMSAR,WEBUSE17,SMPLSRCE,DRVRCNTPROP,WRKCOUNT_ratio,NUMADLT_ratio,YOUNGCHILD_ratio,HHSIZE_cleaned,VEHOWN
34665,30281037,2,HOME_RENT,3,1,Daily,4,1,3,3,2,2,2,1,2,1,0,1.0,0.0,0.0,1,2,1,1,23,Daily,2,1.0,0,1,0,1,0
34666,30281039,1,HOME_OWN,5,3,Never,1,5,4,1,3,3,3,4,1,2,10,1.0,0.0,0.5,10,2,4,6,23,Daily,2,1.0,>0.5,1,0,2,1
34667,30281048,1,HOME_OWN,10,3,Rarely,4,4,4,2,NA,2,2,2,1,>2,9,0.4,0.0,0.6,6,1,1,5,21,Daily,2,0.6,>0.5,<0.5,0,>2,1
34675,30281104,6,HOME_OWN,10,3,Rarely,4,5,4,2,2,3,3,3,1,2,6,1.0,0.0,1.0,2,2,1,3,22,Daily,2,1.0,1,1,0,2,1
34676,30281118,2,HOME_OWN,10,2,Never,4,4,5,3,4,3,5,4,1,2,9,1.0,0.0,1.0,2,2,1,2,23,Daily,2,1.0,1,1,0,2,1
34678,30281127,1,HOME_OWN,9,2,Rarely,3,4,3,4,2,4,5,2,1,>2,15,0.75,0.0,0.5,6,1,1,5,21,Daily,2,0.75,>0.5,>0.5,0,>2,1
34680,30281140,2,HOME_OWN,4,3,Never,5,4,4,1,2,1,3,2,2,1,5,1.0,0.0,0.0,9,1,1,5,21,Daily,2,1.0,0,1,0,1,1
34688,30281192,2,HOME_OWN,4,5,Never,1,5,5,3,3,5,5,5,1,1,12,1.0,0.0,0.0,10,2,1,1,23,Daily,2,0.5,0,1,0,2,1
34702,30281300,3,HOME_RENT,2,NA,NA,-9,-9,-9,2,3,3,3,3,2,1,6,1.0,0.0,0.0,9,2,1,1,23,Daily,2,1.0,0,1,0,1,1
34715,30281400,7,HOME_RENT,6,2,Never,5,5,5,2,3,4,5,4,1,1,6,1.0,0.0,0.0,10,2,4,6,23,Daily,2,0.5,0,1,0,2,1
34719,30281427,5,HOME_OWN,3,4,Never,5,5,5,1,2,4,5,NA,1,1,2,1.0,0.0,0.0,10,2,4,6,23,Daily,2,0.5,0,1,0,2,1
34739,30281571,3,HOME_OWN,6,5,Never,5,5,5,3,2,1,2,5,2,1,2,1.0,0.0,1.0,1,1,1,5,21,Daily,2,1.0,1,1,0,1,1
34745,30281600,4,HOME_RENT,5,4,Rarely,4,5,4,4,4,4,4,4,2,1,0,1.0,0.0,0.0,1,2,4,6,22,Daily,2,1.0,0,1,0,1,1
34793,30282074,4,HOME_OWN,11,4,Never,4,5,4,4,2,5,5,5,1,2,6,0.6666666666666666,0.3333333333333333,0.6666666666666666,4,1,1,5,21,Daily,2,0.6666666666666666,>0.5,>0.5,<0.5,>2,1
34799,30282104,3,HOME_RENT,3,2,Never,5,5,5,1,2,2,3,3,1,2,4,0.5,0.0,0.0,4,2,1,3,22,Daily,2,0.5,0,>0.5,0,>2,1
34801,30282115,5,HOME_OWN,6,3,Rarely,5,5,5,2,2,5,5,5,1,2,8,1.0,0.0,0.0,10,2,4,6,22,Daily,2,1.0,0,1,0,2,1
34810,30282220,3,HOME_OWN,7,4,Never,4,4,4,2,3,5,5,4,1,2,14,1.0,0.0,1.0,2,2,1,1,23,Daily,2,1.0,1,1,0,2,1
34815,30282260,6,HOME_OWN,6,2,Rarely,5,5,5,1,1,2,3,3,1,2,6,1.0,0.0,0.5,10,2,2,6,23,Daily,2,1.0,>0.5,1,0,2,1
34820,30282286,5,HOME_OWN,10,5,Never,5,5,5,2,2,5,5,5,1,>2,3,0.6666666666666666,0.0,0.6666666666666666,8,1,1,5,21,Daily,2,1.0,>0.5,>0.5,0,>2,1
34831,30282426,3,HOME_RENT,3,1,Never,5,5,5,2,5,5,5,5,2,1,0,1.0,0.0,0.0,9,2,1,1,23,Never,1,1.0,0,1,0,1,1
34833,30282452,6,HOME_OWN,9,3,Never,4,5,4,1,2,3,NA,4,1,2,4,1.0,0.0,0.0,10,2,1,3,23,Never,2,1.0,0,1,0,2,1
34841,30282497,3,HOME_OWN,7,4,Rarely,4,5,3,1,1,2,4,5,1,2,2,1.0,0.0,1.0,2,1,1,2,21,Daily,2,1.0,1,1,0,2,1
34849,30282558,6,HOME_OWN,6,1,Never,3,5,1,2,2,5,5,1,1,2,5,1.0,0.0,0.5,10,2,4,6,23,Daily,2,1.0,>0.5,1,0,2,1
34850,30282564,6,HOME_OWN,5,3,Never,5,5,5,1,1,5,5,5,2,1,6,1.0,0.0,0.0,9,1,1,5,21,Never,2,1.0,0,1,0,1,1
34854,30282646,4,HOME_OWN,3,5,Never,5,5,5,4,4,5,5,5,1,2,0,1.0,0.0,0.0,10,2,4,6,24,Rarely,2,1.0,0,1,0,2,1
34856,30282657,3,HOME_OWN,11,1,Never,5,5,5,1,1,5,5,5,1,2,3,1.0,0.0,1.0,10,2,4,6,24,Daily,2,1.0,1,1,0,2,1
34863,30282693,4,HOME_RENT,1,1,Never,5,4,5,3,2,2,3,2,2,0,5,1.0,0.0,0.0,1,2,1,1,23,Daily,2,0.0,0,1,0,1,0
34864,30282699,4,HOME_OWN,6,2,Rarely,5,4,5,5,4,5,5,5,1,2,13,1.0,0.0,0.5,10,2,1,2,23,Daily,2,1.0,>0.5,1,0,2,1
34876,30282774,6,HOME_RENT,4,3,Never,5,5,5,3,2,5,5,5,1,2,12,1.0,0.0,1.0,2,1,1,5,21,Daily,2,1.0,1,1,0,2,1
34901,30282972,3,HOME_OWN,8,NA,NA,-9,-9,-9,3,2,4,4,4,1,>2,13,0.5,0.0,0.5,6,2,4,6,23,Daily,2,0.75,>0.5,>0.5,0,>2,1
34915,30283036,3,HOME_RENT,6,1,NA,-9,1,1,NA,2,2,NA,4,2,1,6,1.0,0.0,1.0,1,1,1,5,21,Daily,2,1.0,1,1,0,1,1
34922,30283061,2,HOME_OWN,4,1,Never,5,4,4,1,3,1,5,3,2,1,4,1.0,0.0,0.0,1,1,1,5,21,Daily,2,1.0,0,1,0,1,1
34929,30283136,5,HOME_OWN,4,4,Never,5,5,5,2,2,4,4,4,1,2,6,1.0,0.0,0.0,10,2,4,6,24,Never,2,1.0,0,1,0,2,1
34934,30283162,7,HOME_RENT,6,4,Never,5,5,5,3,3,4,4,4,2,1,10,1.0,0.0,1.0,1,2,1,3,23,Daily,2,1.0,1,1,0,1,1
34935,30283163,7,HOME_OWN,8,2,Rarely,5,5,5,2,3,4,3,4,1,2,12,0.3333333333333333,0.0,0.16666666666666666,6,1,1,5,21,Daily,2,0.3333333333333333,<0.5,<0.5,0,>2,1
34938,30283212,4,HOME_OWN,6,2,Rarely,-9,-9,-9,5,5,5,5,NA,1,2,8,1.0,0.0,0.0,10,2,4,6,24,Daily,2,1.0,0,1,0,2,1
34939,30283217,7,HOME_OWN,5,NA,NA,-9,-9,-9,4,4,4,4,4,1,2,4,1.0,0.0,0.0,10,1,1,5,21,Never,2,1.0,0,1,0,2,1
34944,30283260,7,HOME_RENT,4,2,Never,5,5,5,3,4,4,4,4,1,1,6,0.5,0.0,0.5,5,2,1,1,23,Daily,2,0.5,>0.5,>0.5,0,2,1
34948,30283294,5,HOME_OWN,4,1,Never,5,5,5,1,4,3,3,3,2,1,3,1.0,0.0,0.0,1,2,1,3,22,Daily,2,1.0,0,1,0,1,1
34950,30283331,5,HOME_OWN,8,3,Rarely,5,5,4,2,4,4,4,2,2,1,4,1.0,0.0,1.0,1,1,1,5,21,Daily,2,1.0,1,1,0,1,1
34956,30283371,4,HOME_OWN,6,4,Never,4,4,4,5,4,5,5,5,2,1,3,1.0,0.0,0.0,9,1,1,2,21,Daily,2,1.0,0,1,0,1,1
34998,30283748,6,HOME_OWN,6,3,Never,5,5,5,2,2,3,3,3,1,2,8,1.0,0.0,0.5,2,2,4,6,23,Daily,2,1.0,>0.5,1,0,2,1
35005,30283852,5,HOME_OWN,6,5,Never,5,5,5,2,3,4,4,4,1,2,9,1.0,0.0,0.5,10,2,1,2,23,Daily,2,1.0,>0.5,1,0,2,1
35009,30283879,7,HOME_OWN,5,3,Rarely,5,5,5,3,3,4,4,4,2,1,8,1.0,0.0,0.0,9,2,4,6,23,Daily,2,1.0,0,1,0,1,1
35013,30283900,2,HOME_OWN,6,4,Never,4,5,5,3,2,4,4,4,1,2,9,1.0,0.0,1.0,2,2,1,2,23,Daily,2,1.0,1,1,0,2,1
35014,30283903,5,HOME_OWN,6,2,Never,5,5,5,3,3,5,5,5,1,1,6,1.0,0.0,0.0,10,2,4,6,23,Never,2,0.5,0,1,0,2,1
35015,30283914,1,HOME_OWN,6,5,Never,5,5,5,1,4,5,5,5,2,1,0,1.0,0.0,0.0,9,2,4,6,23,Daily,2,1.0,0,1,0,1,1
35018,30283934,7,HOME_OWN,6,4,Never,5,4,4,3,2,5,5,5,1,2,10,0.6666666666666666,0.0,0.6666666666666666,6,2,4,6,23,Daily,2,0.6666666666666666,>0.5,>0.5,0,>2,1
35020,30283944,4,HOME_RENT,5,1,NA,4,3,2,5,5,3,NA,3,2,0,9,1.0,0.0,0.0,9,1,1,5,21,Daily,2,0.0,0,1,0,1,0
35025,30284006,1,HOME_OWN,7,4,Never,5,5,5,3,3,5,5,5,1,>2,8,1.0,0.0,0.6666666666666666,10,2,4,6,23,Daily,2,1.0,>0.5,1,0,>2,1
35030,30284042,6,HOME_RENT,4,2,Never,4,4,4,3,3,4,3,4,2,1,8,1.0,0.0,1.0,1,1,1,5,21,Daily,2,1.0,1,1,0,1,1
35037,30284080,4,HOME_OWN,3,5,Never,5,5,5,2,2,3,3,3,2,1,3,1.0,0.0,0.0,9,2,4,6,23,Daily,2,1.0,0,1,0,1,1
35039,30284118,2,HOME_OWN,8,5,Never,5,5,5,4,3,5,5,5,2,1,0,1.0,0.0,0.0,9,2,1,3,23,Daily,2,1.0,0,1,0,1,1
35047,30284164,4,HOME_OWN,7,5,Never,5,5,4,2,4,5,5,5,2,1,6,1.0,0.0,0.0,9,1,1,5,21,Daily,2,1.0,0,1,0,1,1
35052,30284202,6,HOME_OWN,6,NA,NA,-9,-9,4,2,2,5,5,5,1,2,5,1.0,0.0,0.0,10,1,1,5,21,Daily,1,1.0,0,1,0,2,1
35058,30284266,1,HOME_OWN,7,4,Never,5,5,5,4,4,3,3,3,1,2,2,0.6666666666666666,0.3333333333333333,0.6666666666666666,4,2,1,1,23,Daily,2,0.6666666666666666,>0.5,>0.5,<0.5,>2,1
35063,30284303,2,HOME_OWN,3,2,Never,5,5,5,3,3,3,3,3,2,1,0,1.0,0.0,0.0,9,2,1,1,23,Rarely,2,1.0,0,1,0,1,1
35064,30284346,1,HOME_RENT,2,2,NA,-9,2,-9,1,1,1,3,1,1,0,8,1.0,0.0,0.0,2,2,1,1,23,Daily,2,0.0,0,1,0,2,0
35066,30284374,1,HOME_RENT,1,1,Rarely,5,1,4,1,1,1,1,1,2,1,0,1.0,0.0,0.0,1,2,1,3,22,Daily,2,1.0,0,1,0,1,0
35067,30284384,3,HOME_RENT,6,5,Never,5,5,5,2,1,4,4,4,2,1,7,1.0,0.0,0.0,9,2,1,3,23,Daily,2,1.0,0,1,0,1,1
35082,30284511,7,HOME_RENT,2,2,Never,2,5,5,5,5,5,5,5,1,1,5,1.0,0.0,0.5,2,2,1,3,22,Daily,2,0.5,>0.5,1,0,2,1
35085,30284534,7,HOME_OWN,3,2,Never,5,5,5,1,2,4,4,5,1,2,7,0.6666666666666666,0.3333333333333333,0.6666666666666666,4,2,4,6,22,Daily,2,0.6666666666666666,>0.5,>0.5,<0.5,>2,1
35092,30284625,7,HOME_OWN,3,5,Never,5,5,5,2,3,4,4,4,2,0,2,1.0,0.0,0.0,9,2,1,3,22,Daily,2,0.0,0,1,0,1,0
35095,30284638,2,HOME_RENT,2,NA,NA,-9,-9,-9,1,2,3,5,5,1,1,2,1.0,0.0,0.0,10,2,1,3,22,Daily,1,0.5,0,1,0,2,1
35097,30284646,7,HOME_OWN,6,5,Rarely,5,5,5,2,2,3,3,3,1,2,8,1.0,0.0,1.0,2,2,4,6,23,Daily,2,1.0,1,1,0,2,1
35098,30284648,3,HOME_OWN,11,4,Never,5,4,4,1,2,3,3,2,1,>2,12,1.0,0.0,1.0,2,1,1,5,21,Daily,2,1.0,1,1,0,>2,1
35101,30284687,7,HOME_OWN,5,3,Rarely,5,5,4,4,4,4,4,4,2,1,8,1.0,0.0,1.0,1,2,1,3,22,Daily,2,1.0,1,1,0,1,1
35115,30284769,3,HOME_OWN,10,5,Never,4,5,5,4,4,4,4,4,1,2,28,1.0,0.0,1.0,2,2,1,3,22,Daily,1,1.0,1,1,0,2,1
35120,30284833,2,HOME_OWN,11,5,Never,5,5,5,2,2,4,5,5,1,2,18,0.5,0.0,0.5,6,1,2,6,21,Daily,2,0.5,>0.5,>0.5,0,>2,1
35134,30284938,4,HOME_RENT,6,2,Never,5,5,5,1,1,2,3,4,1,>2,8,1.0,0.0,1.0,2,1,1,5,21,Daily,2,1.0,1,1,0,>2,1
35135,30284942,5,HOME_OWN,7,5,Never,5,5,5,3,2,5,5,5,1,2,9,1.0,0.0,0.0,10,2,2,6,24,Daily,2,1.0,0,1,0,2,1
35155,30285112,6,HOME_OWN,10,4,Rarely,5,5,5,2,2,5,5,5,1,2,32,0.3333333333333333,0.0,0.3333333333333333,4,2,4,6,22,Daily,2,0.3333333333333333,<0.5,<0.5,0,>2,1
35185,30285369,4,HOME_OWN,7,5,Never,5,5,5,2,4,5,5,5,1,2,17,0.6666666666666666,0.0,0.6666666666666666,6,2,1,2,23,Daily,2,0.6666666666666666,>0.5,>0.5,0,>2,1
35197,30285464,7,HOME_OWN,7,3,Rarely,5,5,3,4,4,4,5,5,1,2,4,1.0,0.0,1.0,7,2,1,1,23,Daily,2,1.0,1,1,0,2,1
35201,30285488,6,HOME_OWN,7,1,Never,5,5,5,3,3,3,4,3,1,2,10,1.0,0.0,1.0,10,2,4,6,24,Daily,2,1.0,1,1,0,2,1
35212,30285575,1,HOME_RENT,NA,1,NA,-9,-9,1,5,4,2,4,2,2,0,13,1.0,0.0,0.0,2,1,1,5,21,Daily,1,0.0,0,1,0,2,0
35223,30285624,1,HOME_OWN,6,2,Rarely,5,4,4,3,3,2,5,3,1,2,4,1.0,0.0,1.0,2,2,1,1,23,Daily,2,1.0,1,1,0,2,1
35230,30285666,4,HOME_RENT,NA,2,Rarely,4,4,3,3,3,3,3,3,2,1,2,1.0,0.0,0.0,9,1,1,5,21,Rarely,2,1.0,0,1,0,1,1
35240,30285744,6,HOME_OWN,3,1,Rarely,2,1,1,2,2,1,3,1,1,1,7,1.0,0.0,0.0,10,1,1,5,21,Daily,2,0.5,0,1,0,2,1
35247,30285819,6,HOME_RENT,8,NA,NA,-9,-9,-9,2,2,4,4,4,1,2,29,1.0,0.0,0.6666666666666666,2,1,1,2,21,Daily,2,0.6666666666666666,>0.5,1,0,>2,1
35249,30285857,1,HOME_OWN,6,1,Never,5,5,4,1,2,3,3,4,1,1,9,0.3333333333333333,0.0,0.3333333333333333,3,1,1,5,21,Daily,2,0.3333333333333333,<0.5,<0.5,0,>2,1
35274,30286143,1,HOME_OWN,6,5,Never,5,5,5,4,2,5,5,5,2,1,3,1.0,0.0,1.0,1,2,2,6,22,Daily,2,1.0,1,1,0,1,1
35279,30286158,4,HOME_OWN,8,5,Rarely,5,5,5,2,3,4,4,5,1,2,4,1.0,0.0,0.5,10,2,4,6,24,Daily,2,1.0,>0.5,1,0,2,1
35284,30286212,6,HOME_OWN,5,4,Never,5,5,5,4,4,5,5,5,1,2,5,1.0,0.0,0.0,10,2,4,6,23,Rarely,2,1.0,0,1,0,2,1
35285,30286227,2,HOME_RENT,8,1,Never,2,2,1,4,2,2,3,2,2,1,8,1.0,0.0,1.0,1,1,1,5,21,Daily,2,1.0,1,1,0,1,0
35299,30286328,5,HOME_OWN,6,5,Never,4,5,5,4,2,5,5,5,1,2,10,1.0,0.0,0.5,10,2,4,6,24,Rarely,2,1.0,>0.5,1,0,2,1
35307,30286421,4,HOME_OWN,6,NA,NA,-9,-9,-9,2,NA,NA,NA,NA,1,2,13,1.0,0.0,1.0,2,2,1,3,23,Daily,2,1.0,1,1,0,2,1
35335,30286590,5,HOME_OWN,11,4,Never,4,5,4,3,2,4,5,3,1,2,8,0.5,0.25,0.5,4,2,4,6,23,Daily,2,0.5,>0.5,>0.5,<0.5,>2,1
35337,30286613,3,HOME_OWN,8,3,Rarely,5,5,5,4,4,4,5,5,1,2,14,1.0,0.0,0.0,10,2,2,6,24,Daily,2,1.0,0,1,0,2,1
35342,30286645,6,HOME_RENT,NA,1,Never,3,2,5,4,3,2,4,1,1,0,6,0.5,0.5,0.25,4,1,1,5,21,Never,2,0.0,<0.5,>0.5,>0.5,>2,0
35343,30286652,7,HOME_OWN,1,2,Never,5,2,3,1,1,2,5,1,2,1,12,1.0,0.0,0.0,9,2,1,3,22,Rarely,2,1.0,0,1,0,1,1
35344,30286663,5,HOME_RENT,2,3,Never,4,4,5,4,2,2,3,2,2,0,2,1.0,0.0,0.0,1,1,1,5,21,Daily,2,0.0,0,1,0,1,0
35347,30286691,7,HOME_OWN,9,4,Never,4,5,4,3,4,5,5,5,1,2,6,1.0,0.0,1.0,2,2,1,3,23,Daily,2,1.0,1,1,0,2,1
35362,30286816,7,HOME_OWN,8,1,Rarely,5,5,5,1,1,2,4,5,1,2,6,0.6666666666666666,0.0,0.3333333333333333,6,2,1,2,23,Daily,2,0.6666666666666666,<0.5,>0.5,0,>2,1
35379,30286962,3,HOME_OWN,6,4,Never,5,5,5,4,4,4,5,5,1,2,12,1.0,0.0,1.0,2,2,2,6,24,Daily,2,1.0,1,1,0,2,1
35381,30286967,4,HOME_OWN,10,4,Never,4,2,2,3,2,4,4,2,1,2,4,1.0,0.0,0.5,2,1,1,5,21,Daily,2,1.0,>0.5,1,0,2,1
35392,30287047,3,HOME_OWN,7,4,Never,4,5,4,2,2,4,4,4,2,1,2,1.0,0.0,0.0,9,2,4,6,23,Daily,2,1.0,0,1,0,1,1
35397,30287071,1,HOME_OWN,4,4,Never,5,5,5,3,3,4,4,4,1,1,8,1.0,0.0,0.0,10,2,4,6,24,Daily,2,0.5,0,1,0,2,1
35405,30287122,7,HOME_OWN,11,3,Rarely,4,5,4,5,5,5,5,5,1,2,6,1.0,0.0,1.0,2,2,4,6,22,Daily,1,1.0,1,1,0,2,1
35409,30287171,3,HOME_RENT,4,4,Never,5,5,5,2,1,5,5,5,1,1,0,1.0,0.0,0.0,10,2,2,6,23,Daily,2,0.5,0,1,0,2,1
35416,30287267,5,HOME_OWN,7,1,Rarely,4,4,4,1,1,1,3,3,1,>2,6,1.0,0.0,0.3333333333333333,10,1,1,5,21,Daily,2,1.0,<0.5,1,0,>2,1
35423,30287357,7,HOME_RENT,3,4,Never,5,4,4,1,1,3,3,5,1,2,2,1.0,0.0,0.0,10,1,2,6,21,Rarely,2,1.0,0,1,0,2,1
35425,30287409,2,HOME_OWN,7,4,Never,5,5,5,4,2,3,3,3,1,2,12,1.0,0.0,0.5,2,2,2,6,24,Daily,2,1.0,>0.5,1,0,2,1
35431,30287464,6,HOME_OWN,6,2,Never,5,5,5,4,4,3,3,3,2,1,9,1.0,0.0,0.0,1,2,4,6,23,Rarely,2,1.0,0,1,0,1,1
35463,30287635,5,HOME_RENT,7,2,Never,5,4,4,3,1,3,3,3,1,2,8,0.6666666666666666,0.0,0.6666666666666666,6,2,1,3,23,Daily,2,0.6666666666666666,>0.5,>0.5,0,>2,1
35467,30287694,5,HOME_RENT,1,3,Never,5,5,5,1,3,4,4,4,1,2,12,0.5,0.0,0.25,6,2,4,6,24,Daily,2,0.5,<0.5,>0.5,0,>2,1
35482,30287828,2,HOME_OWN,6,5,Never,5,5,5,2,2,3,3,3,1,2,6,1.0,0.0,1.0,2,2,4,6,23,Daily,2,1.0,1,1,0,2,1
35486,30287894,7,HOME_OWN,4,2,Rarely,5,4,3,5,3,4,3,3,1,2,13,0.6666666666666666,0.0,0.0,8,1,1,5,21,Daily,1,0.6666666666666666,0,>0.5,0,>2,1
35499,30287965,2,HOME_OWN,8,2,Rarely,5,5,4,1,3,2,3,3,1,2,4,1.0,0.0,0.5,10,2,4,6,24,Daily,2,1.0,>0.5,1,0,2,1
35517,30288089,1,HOME_OWN,9,3,NA,-9,-9,-9,2,3,4,4,4,1,2,2,1.0,0.0,1.0,10,2,4,6,24,Daily,2,1.0,1,1,0,2,1
35518,30288091,7,HOME_OWN,8,5,Never,5,5,5,3,3,5,5,5,1,>2,6,0.8,0.2,0.8,4,2,2,6,23,Daily,2,0.8,>0.5,>0.5,<0.5,>2,1
35531,30288217,1,HOME_OWN,2,2,Never,5,4,4,5,4,5,5,1,2,1,3,1.0,0.0,1.0,1,1,1,5,21,Daily,1,1.0,1,1,0,1,1
35542,30288305,5,HOME_OWN,11,1,Never,4,3,1,1,1,1,3,1,1,2,4,1.0,0.0,1.0,2,1,1,5,21,Daily,2,1.0,1,1,0,2,1
35552,30288440,3,HOME_OWN,2,5,Never,5,5,5,1,2,5,5,5,2,1,0,1.0,0.0,0.0,1,1,4,6,21,Daily,2,1.0,0,1,0,1,1
35573,30288627,2,HOME_OWN,NA,4,Never,4,5,4,1,1,5,5,5,1,2,2,0.6666666666666666,0.0,0.3333333333333333,6,1,1,5,21,Daily,2,0.6666666666666666,<0.5,>0.5,0,>2,1
35574,30288633,4,HOME_RENT,6,3,Never,4,5,4,3,4,4,5,3,1,1,4,1.0,0.0,0.0,10,1,1,1,21,Daily,2,0.5,0,1,0,2,1
35590,30288763,6,HOME_OWN,7,4,Rarely,5,5,4,3,3,4,4,4,1,2,19,1.0,0.0,0.0,10,1,1,2,21,Daily,2,1.0,0,1,0,2,1
35593,30288774,6,HOME_OWN,3,5,Never,5,5,5,4,4,5,5,5,1,1,0,1.0,0.0,0.0,10,2,4,6,23,Daily,2,0.5,0,1,0,2,1
35602,30288809,3,HOME_OWN,7,5,Never,5,5,5,5,5,5,5,5,1,2,6,1.0,0.0,1.0,2,2,4,6,23,Daily,2,1.0,1,1,0,2,1
35611,30288829,3,HOME_OWN,6,1,Never,5,4,5,1,1,1,5,5,2,1,2,1.0,0.0,0.0,9,1,1,5,21,Daily,2,1.0,0,1,0,1,1
35616,30288865,6,HOME_RENT,1,2,Rarely,4,4,4,4,2,2,3,2,2,1,3,1.0,0.0,1.0,1,2,2,6,24,Daily,2,1.0,1,1,0,1,1
35621,30288922,4,HOME_RENT,6,4,Rarely,5,5,5,1,2,3,3,4,1,1,11,0.5,0.0,0.5,5,1,1,5,21,Daily,2,0.5,>0.5,>0.5,0,2,1
35631,30288972,2,HOME_RENT,5,5,Never,3,1,4,3,3,5,5,1,1,2,11,1.0,0.0,0.0,10,1,1,5,21,Never,2,1.0,0,1,0,2,0
35644,30289043,1,HOME_OWN,NA,1,Rarely,4,-9,4,3,3,3,3,3,2,1,11,1.0,0.0,1.0,1,2,1,3,22,Daily,2,1.0,1,1,0,1,1
35648,30289088,3,HOME_OWN,11,5,Never,5,5,5,3,3,5,5,5,1,2,11,0.5,0.0,0.5,6,1,1,2,21,Daily,2,0.5,>0.5,>0.5,0,>2,1
35660,30289192,1,HOME_OWN,6,1,Rarely,5,3,3,1,1,2,2,1,2,1,1,1.0,0.0,1.0,1,2,4,6,23,Daily,2,1.0,1,1,0,1,1
35666,30289227,2,HOME_OWN,5,NA,NA,-9,-9,-9,1,1,1,2,2,1,2,0,1.0,0.0,0.5,2,2,1,1,23,Daily,2,1.0,>0.5,1,0,2,1
35670,30289264,7,HOME_OWN,5,4,Never,5,5,5,2,3,3,4,4,1,2,8,1.0,0.0,0.0,10,2,2,6,24,Daily,2,1.0,0,1,0,2,1
35671,30289266,6,HOME_OWN,4,3,Rarely,5,5,5,2,3,3,3,4,2,1,6,1.0,0.0,0.0,9,2,4,6,23,Daily,2,1.0,0,1,0,1,1
35675,30289307,5,HOME_OWN,8,4,Never,5,5,1,3,3,5,5,5,1,2,10,1.0,0.0,0.5,2,1,1,2,21,Daily,2,1.0,>0.5,1,0,2,1
35698,30289452,7,HOME_OWN,NA,1,Rarely,5,5,4,5,5,5,5,5,2,1,7,1.0,0.0,1.0,1,2,1,1,23,Daily,2,1.0,1,1,0,1,1
35699,30289453,3,HOME_OWN,7,5,Never,5,5,5,4,4,4,4,4,1,2,16,1.0,0.0,0.5,2,2,4,6,23,Daily,2,1.0,>0.5,1,0,2,1
35703,30289472,7,HOME_OWN,7,3,Never,4,4,5,3,3,2,3,3,2,>2,5,1.0,0.0,0.6666666666666666,2,2,1,1,23,Daily,2,1.0,>0.5,1,0,>2,1
35715,30289567,7,HOME_OWN,10,2,NA,3,3,-9,4,3,2,3,4,1,>2,14,0.75,0.0,0.75,8,1,1,5,21,Daily,2,1.0,>0.5,>0.5,0,>2,1
35717,30289583,5,HOME_OWN,4,1,Never,5,5,3,4,4,3,4,4,2,1,3,1.0,0.0,0.0,9,1,1,5,21,Daily,1,1.0,0,1,0,1,1
35738,30289781,3,HOME_OWN,7,3,Rarely,4,4,5,2,3,4,4,3,1,>2,14,0.75,0.0,0.5,8,2,4,6,23,Daily,2,0.75,>0.5,>0.5,0,>2,1
35740,30289806,5,HOME_OWN,4,3,Never,5,5,5,4,2,5,5,5,2,1,6,1.0,0.0,0.0,9,2,1,1,23,Daily,2,1.0,0,1,0,1,1
35748,30289832,2,HOME_OWN,8,2,Never,4,2,5,2,2,3,4,2,1,>2,9,0.75,0.0,0.75,6,1,1,5,21,Daily,2,0.75,>0.5,>0.5,0,>2,1
35750,30289842,1,HOME_OWN,5,5,Never,5,5,5,2,3,5,5,5,2,1,4,1.0,0.0,1.0,1,2,1,1,23,Daily,2,1.0,1,1,0,1,1
35753,30289851,1,HOME_OWN,4,NA,NA,-9,-9,-9,2,4,4,4,4,2,1,0,1.0,0.0,0.0,9,2,4,6,23,Daily,2,1.0,0,1,0,1,1
35760,30289916,3,HOME_OWN,7,2,Never,5,5,5,1,3,4,4,4,1,2,5,1.0,0.0,0.5,10,2,1,1,23,Daily,2,1.0,>0.5,1,0,2,1
35761,30289923,2,HOME_RENT,3,5,Never,5,5,5,3,2,4,4,4,1,2,2,1.0,0.0,0.0,2,2,1,1,23,Never,2,1.0,0,1,0,2,1
35763,30289945,2,HOME_OWN,4,5,Never,5,5,5,1,3,5,5,5,1,2,5,0.5,0.5,0.25,4,2,4,6,23,Daily,2,0.5,<0.5,>0.5,>0.5,>2,1
35768,30289967,3,HOME_OWN,2,NA,NA,5,5,5,4,4,4,4,4,1,1,6,1.0,0.0,0.0,10,2,1,1,23,Rarely,2,0.5,0,1,0,2,1
35788,30290148,4,HOME_OWN,9,5,Never,5,1,1,3,2,5,5,1,1,2,8,1.0,0.0,1.0,2,1,1,5,21,Daily,2,1.0,1,1,0,2,1
35789,30290150,2,HOME_OWN,7,4,Never,5,5,5,1,3,2,5,5,1,2,13,1.0,0.0,1.0,2,2,1,1,23,Daily,2,1.0,1,1,0,2,1
35794,30290196,5,HOME_OWN,9,4,Never,5,4,4,3,1,5,5,5,1,>2,15,1.0,0.0,0.6666666666666666,8,1,1,5,21,Daily,2,1.0,>0.5,1,0,>2,1
35805,30290307,2,HOME_OWN,3,2,Never,4,5,5,2,3,4,5,4,1,>2,16,1.0,0.0,0.3333333333333333,8,1,1,5,21,Daily,2,1.0,<0.5,1,0,>2,1
